"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208244358290.751","217709637013.977","232630679363.573","245052864052.909","260229492024.624","278020042627.347","297233526881.847","318965802269.451","340534346947.101","366258989191.973","398414667935.3","421787842946.805","438580660855.344","461522018276.761","493326417151.093","531546430157.557","585438475442.19","643918589101.344","703293511346.066","740703144634.656","788293878691.105","818754235836.905","963511290996.558","1002088457671.01","1000296471586.54","1085943366513.33","1084107404691.64","1153591166057.27","1302980395024.57","1437311654157.39","1665073256894.19","1728601012503.64","1973837735890.74","2121756770377.81","2225198389821.18",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5375938595333.76","5680159500110.17","5866522195835.6","5958171174234","6235571854190.03","6520372452472.49","6740300602101.44","7027950769248.85","7376996935588.62","7686591227603.3","8192987974150.56","8611490277111.63","8994988926034.64","9200649376463.13","9617438357514.64","10012038414679.5","10892778727432.6","11590058799260.1","12086548330055.3","11829060858390.2","12190374533473.6","12743833939468","12888894346372.4","13346020933465.3","13729629908817.4","14155254274034","15049659004093.4","15803530199976.7","16505189511753.6","17754725765078.3","17242204476085.1","18814395473209.7","20894490399571.6","21529930760302.8","22771766770718.4",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1835746157.5835","2132109180.8167","2639758595.45651","2772142458.71416","3084261045.56791","3385578350.49165","3484314347.36868","3534097149.69259","3500595221.9535","3892811387.01351","4072119264.48391","4042244997.87831","4211205244.65054","4455060340.19208","4547936344.15724","4737800725.39796","4356653615.89166","4553452013.79407","4709915124.3725","5224331270.24732","","","","","","","","","","","","","",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","531181732618.107","563126159099.33","581311337153.544","588951665116.061","615863755657.61","646116288831.146","676728755428.961","716994973846.872","767527965859.34","805240729968.48","875357033268.134","937713874448.508","1010011962624.88","1057244126223.95","1122978613947.74","1206123912941.78","1365452811269.53","1471560026439.27","1532566796443.4","1492955355627.23","1481528092978.47","1496494330856.19","1490647159038.59","1519934795494.96","1568558742313.46","1635832322642.58","1747416921343.7","1854710948435.34","1918771506082.64","2075228716950.46","1862544224980.41","2099468112223.22","2411673616292.85","2573555479216.76","2778406789838.98",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11731036820.9006","11157556653.3379","8996091939.08822","8680667567.64539","8720407484.09625","9302781760.0801","9752450058.03815","11165373440.4375","11713738135.1008","11694825363.5915","13163087062.2361","14311462708.227","16092414317.885","18006762793.7235","19811437600.6564","22540852088.499","26058600905.5404","29764911796.7833","30490357853.7946","27328535102.0527","28782111932.212","32724505473.0258","34710887167.1947","36681375664.2114","38652432196.4736","39094673598.3447","42036565381.3875","45458506883.4267","49073092321.7703","53853984376.4777","54074496993.4123","58895787305.748","64477259538.1489","64116051940.5513","67685292223.1433",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19854533229.0233","19060938706.8352","17804582871.4467","20622102323.0202","21734309027.89","23549705165.4911","26960746270.8789","28285165269.9318","27613919165.5583","29450325801.0945","31946530375.1548","35377560876.4187","36471526728.4293","36387745409.6878","42437815732.4763","48941322952.6669","55916777551.59","64011179925.1097","72283405439.4668","79131265191.9854","90145031680.7639","102289393957.91","112944326945.938","123330855990.703","150119415264.863","169575372912.615","198234264745.131","219853609796.202","236067178129.627","259534702292.272","286209788226.356","316145121458.38","356708609996.737","393913047366.849","432956582272.738",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6295252878026.78","6563080592827.33","6757453916115.98","6875697416565.86","7211016983321.69","7567497971760.11","7833989093040.09","8153592244394.9","8548887551132.17","8905957789606.84","9491283032790.22","9979014279858.97","10440451223655.4","10707973008386.9","11254358075577.2","11720000893027.4","12779859784562","13664165030294.5","14351345474570.5","14102215788924.5","14595160145625.4","15309202116194.9","15529152338417.2","16064286178261.4","16558118721088.6","17121017991398.6","18196447500684.4","19171210452867.5","20098924136757.7","21716952742901.4","21259955015828.8","23194227732458.5","25754373478459","26519967955735.2","28106710424589.4",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1196793029648.94","1243762146152.83","1273419426853.12","1270027626626.21","1227534423899.53","1246314155773.8","1290455027665.23","1381256921630.67","1460269269266.06","1511838300846.48","1640280232052.95","1750146456790.11","1811345992201.75","1821335552193.51","2128737426035.97","2336683978004.39","2572863850208.18","2816689056340.33","3017478272839.04","3058106497604.47","3267199283830.69","3367651980446.04","3621991009488.62","3873964612429.27","3976638679195.64","3894803628162.65","4035732591607.8","4349154710619.89","4626650181417.37","4948083434736.34","4897138672928.19","5271948127600.18","5544947078551.24","5860877285615.55","6126052026466.89",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90427763363.2559","87992313720.0906","87022566994.321","88390134913.4322","93856259499.9358","99882215803.7782","102798877021.789","111955995483.917","121459519208.659","127906519615.7","138603940251.911","144231939216.59","148717655863.497","151419337968.314","163115261980.532","168125347142.81","181410895505.158","200147870113.973","212967520899","202709787089.751","208905524120.84","220089124654.258","220560377327.338","224769897399.589","226909976741.879","231615508030.819","244883896491.636","260179677811.909","271632312186.529","288648091314.829","294705726881.034","314676442275.461","340851311803.993","344041186768.172","361295951878.505",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3057554961.54989","3075609779.74633","3337586112.44312","3489474514.56157","3745744773.03272","3919888350.91169","4183251603.881","4161771056.36067","4263254858.48972","4704059443.11249","4728835182.12998","4932020172.12831","5168940689.68073","5323701729.75235","5756604335.57854","5978659772.90914","6277201050.81957","6392422701.29284","6582878726.44717","6531676713.38899","6806390338.76078","7134734867.15989","7646151649.1012","8253358874.67118","9829197068.29942","10778358104.4316","11015803386.2391","11778089335.1771","12130548808.6754","12094688035.2592","10279861871.0686","9795237652.39681","12570554288.7776","14002772365.9417","14890504165.0068",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017918131665.62","1064399725552.88","1105738915576.17","1127154785825.03","1178993308760.93","1231773982403.26","1270414110757.59","1330389770082.69","1400106907159.24","1464382542213.3","1583999694706.05","1678300037622.89","1752380317938.26","1744718780179.86","1813824938509.25","1922671524499.76","2063300819387.21","2180893232947.32","2256557852935.91","2243175421296.4","2335191628255.22","2450959100790.27","2473391243170.39","2612419376499.27","2666947056893.25","2722896108490.27","2861145268728.43","2975787193760.88","3114875305157.86","3445276604424.65","3345024904336.18","3562923665911.39","3823961003427.32","3982377923514.52","4201559866305.39",
"Faroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1998199787.80028","1918979131.17117","1934923023.29485","2045272662.96326","2230891736.82277","2401726483.99146","2576292786.11625","2625111870.01827","2686800585.70181","2830966519.25388","3005353972.7185","3222676562.5199","3240676994.6779","3612505897.96273","4007679026.98816","4255233982.57627","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170359027.513174","189201300.224395","201268951.239895","222812658.832926","226353740.598516","247310078.770784","243823331.39113","232995119.710571","242329876.840434","249136889.547606","267096162.189812","279030285.937488","284916409.289686","295109203.43323","293710700.21797","309105087.030946","318379110.787809","321000409.377143","319304925.186308","324786183.713316","336160633.368378","354035867.533622","353896313.363654","346675014.236183","344580003.395156","363851742.254515","369087659.091328","378789451.810149","387467102.531755","409938118.692852","408436301.392917","440323830.730667","458009181.572488","476777887.975835","491818179.321161",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11757612733.8091","12898222054.5417","12784496983.8552","13604037704.1721","14410380028.6111","15444299194.9321","16297161147.8326","17529515073.7101","18343022247.1015","16940894455.8258","16998421652.8646","17752302023.4446","17983275720.5166","18750444795.4871","19387429857.7863","20530429168.5376","20569582356.7902","22396190414.5224","22072461364.6681","22237544766.3983","24103571966.9166","26345487003.7203","27000996624.1983","27735514310.3286","29386488339.4855","29199274580.0253","29399527403.7982","31914848308.0448","34140586624.1111","36169088370.7584","33623700958.8772","44025399637.0532","48596848106.4511","51576945114.2288","54611645902.5402",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","976325796619.738","998208368444.485","1025052535905.89","1075475712162.61","1140688764185.98","1194092093587.88","1276092434676.89","1345091654521.78","1385425367480.76","1437339061115.79","1562409690541.96","1650357031262.37","1727031050462.62","1808366865946.19","1922940594923.09","1976697912294.61","2113503098384.48","2178376960471.15","2271085135764.89","2181122499274.74","2290198529537.39","2354769903633.16","2442462879506.98","2562195072837.32","2666661894153.29","2767977872942.74","2892297884267.13","3041891554350.64","3129649825363.45","3335878386954.67","3219066303872.09","3416480549650.65","3957840318954.8","3966748015298.24","4196506479513.42",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28022459545.8336","22857472829.4998","12881529747.2177","9323090781.77196","8532021446.72769","8937096710.89684","10120225606.8271","11377833455.4344","11862555570.6286","12375370151.8663","12888609494.7752","13812366303.4007","14794851741.4758","16755117267.3118","18202347365.1109","20573625162.1065","23206197564.9782","26832289624.2339","28011563812.9666","27155393525.016","29202260397.809","32169542974.1089","37512405545.4749","40140934055.4256","43780102412.4376","45707843451.6546","48700949298.4327","51144255243.8394","55979867879.6125","62387596154.4602","62509091761.2555","70150781357.7257","83387742354.0657","93154469864.0276","104402557696.264",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24333557878.9633","26485194122.332","28139639378.7039","30203762449.6286","31866678827.5757","33872792081.098","36080446541.4589","38242808822.1086","40490370239.6038","42870134747.5041","45463352404.9227","48346528033.264","51307232650.7283","55040849301.8123","59686118924.2188","65189447865.4801","71500511453.8474","76629846715.9998","85252849111.8402","89934208912.4295","98218051387.4992","114325851683.939","131897589316.568","142807202863.437","154709158599.11","148971921853.893","147108962613.394","155172026664.996","169624926668.068","187633394275.742","192835182975.95","214867175690.96","238944324844.797","255315535798.758","276354650562.227",
"Gibraltar","GIB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5602693986.86186","5943540339.27609","6277825361.81855","6750798732.43472","7168677698.38533","7656217335.57205","8144226203.75513","8713947849.10115","9132996537.35455","9615314262.98559","10079248843.9752","10683238861.2839","11409577515.5017","11780111222.0163","12379970119.8228","13150834368.1347","13717651667.8331","15049832151.653","15973795087.6796","15891883770.6773","16859245457.7221","18172750157.873","19549354005.3136","20615455554.0816","21491243355.9802","22706690384.7223","27228620630.0338","33281442968.4819","36138275786.6167","40482435336.7228","44550864730.0015","51260936277.8168","57097045519.8568","62429641817.0929","67563663630.9152",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1486411780.51621","1584424654.90462","1675284097.38928","1766651123.3437","1807157606.49071","1861318595.95657","1937539928.94458","2067528417.16594","2163941394.14369","2335015317.74034","2519242915.67478","2725374631.10742","2677775681.83677","2918238592.21455","3207980821.58424","3230757093.78658","3311885363.61459","3505132466.6855","3796168816.01996","4074185715.80941","4367340722.33129","4095033765.28765","4218609873.37637","4221821464.50145","4185554930.44809","4427516234.00185","4596488156.16964","4775616329.45243","5465023570.59128","5949796066.17881","6366827515.11477","7155630814.36372","8086871862.08048","8779798182.33222","9508853052.23079",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","802402814.258732","871845030.560655","901521952.901942","942271661.500938","993187544.320198","1058628103.39387","1203058146.12637","1303351534.4229","1022164894.00822","1210939006.20302","1251994643.27975","1341455004.20384","1412078755.67256","1435840348.18205","1491730323.36863","1639425115.40234","1735045770.99008","1827670101.12209","1947171584.6124","2007141164.368","2145408523.39767","2366706434.42818","2315038823.09405","2401201175.1458","2534913686.70368","3090468072.90842","3342056307.07795","3907712651.79045","3955763485.57032","4401364261.13251","4651372626.0746","5113853513.57436","5784423379.20533","6260059859.57007","6720047738.84264",
"Equatorial Guinea","GNQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273843663.268732","280210534.632864","386174865.28148","438945895.640164","523047695.182309","627393538.151392","1064245681.00001","2706202413.01553","3387232895.78318","4316766985.81991","5218606639.75972","8718135555.28428","10576779293.119","12290755429.2807","17417184474.3373","20971910438.4562","23284349080.2585","27569927684.1939","33102869198.9953","33754473545.505","31115770392.9378","33829572382.0227","38819917942.1185","37572294947.8452","38043505840.31","28320531411.9553","25110506259.4845","28802412248.0502","29763387484.0751","27476690018.3343","23476322655.934","29585328380.1352","32716287050.0915","32168599846.5359","33245374421.9212",
"Greece","GRC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133756985628.118","142567117906.849","146836642847.327","147912201618.687","154092217257.255","160626689070.923","167327585318.46","177260285546.671","186884479565.378","191106293072.719","203320308860.245","220567406485.432","239683510642.31","254138433443.691","272004077789.009","274724928629.46","309475181924.128","319266852235.036","337220235581.276","332630577199.614","309638809529.415","285313440265.409","271519220404.783","282144538291.678","288106298935.587","287996160333.187","296388230996.636","308462278341.892","319754656488.279","342312014300.186","315962662965.275","354397719330.584","406715086017.971","428522833617.814","457879263225.249",
"Grenada","GRD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455099745.107166","477009219.203814","483726983.713136","485492969.146851","504256860.935439","525792723.958719","559181891.649174","597354064.139088","675066615.264684","731847002.600278","785007409.909183","786437834.135461","826111531.012825","922148126.244793","940814495.556417","1099133928.52618","1087761179.76988","1185644561.14748","1219939433.46284","1146288151.07891","1154288423.97651","1187112475.33669","1192607537.06932","1270986763.9944","1395680065.58143","1515375642.68552","1609230218.33648","1736355201.91495","1848147434.9335","1907436734.74985","1670787843.20161","1785107389.63748","2052376386.20236","2225731369.77757","2363736937.19831",
"Greenland","GRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1138268535.10499","1175427420.43495","1140760141.31189","1109083671.8962","1199873985.2102","1270709082.62063","1313765865.08662","1356052115.42304","1477676926.71743","1519236309.26908","1663983935.14858","1723043712.54204","1732825867.64952","1845317864.03261","2025815684.1026","2193539586.33793","2386809292.62872","2509143534.36503","2715185515.97237","2755589487.5574","2837491311.00522","2881652503.28138","2976237573.23712","2987592053.04785","3183767613.13363","3132039400.2811","3309838081.16792","3370887241.18687","3462603876.34978","3613246574.50507","3663823635.61473","3926166709.012","4290395274.14051","4483270596.14879","",
"Guatemala","GTM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30048855037.3664","32201487447.2571","34528834462.0629","36735414324.0785","39033239581.1604","41823722606.3828","43849117690.2458","46551887135.0999","49425774388.7624","52053545117.006","55153756305.7772","57711118585.2877","60858073596.4633","63648563721.6105","67411075860.0797","71802368042.9119","77977560457.7367","85166064066.3275","89665975171.2427","90649270399.0407","94397176368.9234","100356396780.438","109525436435.117","118481713076.819","129165012532.449","142691589570.059","149695818679.895","158386820298.22","167560724569.429","183966419962.474","190017068738.276","208106516253.135","232272538658.502","249132470255.789","264474716594.799",
"Guam","GUM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2265886845.433","2484421279.26989","2738168417.95947","3032225989.10271","3361216618.89693","3604354552.51614","3962336483.63007","4279786834.39556","4255216160.92432","4443174972.49652","4481852741.84704","4687235406.86868","4813988685.11215","4877995825.19702","5087480361.73336","5144629329.77797","5575318912.16119","6138165415.04716","6366244373.57373","6636845682.44438","6995502297.45768","7510830548.78362","7930672473.7072","8400150803.44364","8405904168.05223","8656533235.33949","8793308785.64102","9408659458.00787","9848942431.25036","10694269146.4903","13581364399.677","18646751960.8246","32628001896.9885","45225503511.8058","66408625273.3259",
"High income","HIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19908263943231.6","20745932027567.9","21502221882185.5","22224792501630.8","23310504060496.4","24447188024839.5","25630575009500.4","26940315095424.5","27947658067354.1","29312201540925.7","31423434978246.4","32728233870781.3","34075603260593.9","35592987900958.9","37920063224854.9","40204242217986","43492589703363.6","46158556681816.6","48217269996535.4","47229267511888.3","49392858592571.4","51938550901170.5","53784944633505","56003322283444.1","57737110590993.1","58786478817411.4","60737332621645.3","63674365683324.4","67033267826439.1","70560253434436.9","69353852258794.4","77036371814341.3","85161653699385.6","89129331450768.8","93981789013437.7",
"Hong Kong SAR, China","HKG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104117287059.4","113775873175.395","123624191305.327","134402292352.285","145557772070.756","152137220142.922","161519826018.666","172684270268.364","164352411813.09","170856272032.169","188116505110.416","193431174321.998","199691469620.501","209857660990.607","234249599424.134","259443808617.76","286253009593.583","313015583455.807","325835542013.348","319783056302.779","345574196297.01","369685331700.329","372875436044.484","384196203206.691","394115663343.846","408626637207.136","416436291872.847","438127783294.236","453865391644.541","459644295764.893","435300511002.663","488411631115.747","503958247509.736","538875248007.027","565930796570.721",
"Honduras","HND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10158674299.2019","10153620374.7368","11015759481.1975","12009382381.2044","12291798197.3512","13326246861.3406","13824087506.5471","14709081060.5276","15408416678.0246","15511504663.69","17019478118.6271","17876613256.4252","18835992941.9785","20081264093.0021","21906446701.8985","23960344227.6387","26321301510.4713","28707391566.7137","30498687000.3987","29940608307.778","31435174934.2812","33314349143.9269","35002761425.5249","36777848313.4206","40422044599.9769","44760245066.2342","48814099005.3134","53891605878.8263","55011170333.9628","57523228910.7116","54491208505.2883","63827909343.1217","71211813748.7635","76412349804.3719","81041415057.1236",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392512047056.818","410175799066.016","417143971012.019","431601421620.81","441222060332.328","473124193457.858","507287405108.525","547025259496.087","573366513324.683","600977065206.612","633854267184.648","672907928691.85","711152059260.969","756505337934.606","821799525914.474","896358627531.955","978442402009.749","1060783476308.44","1142615582262.39","1191223237486.02","1281081987745.32","1365783267936.59","1408639281788.17","1509629012239.87","1657878148835.32","1749719412138.42","1872389551456.42","1997337062343.09","2140901423411.12","2312940648229.35","2374127406675.88","2610318769933.95","2925162338401.08","3127571573950.64","3365117805576.31",
"Croatia","HRV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45475799070.4828","37099139426.4368","33500016503.2774","31541776585.4531","34106444543.4962","37174956923.7285","40113146772.3555","43234064052.9844","44817858694.5223","44867134958.1641","47686862824.6358","50108945961.1753","54958851071.7004","58927684075.8699","63226407781.0111","66595348751.1392","76026709345.8611","84354289621.5807","90589128468.1697","87608503059.0278","86526005710.7566","90731018430.1152","92110062159.0551","94976352914.9265","95410818004.3344","98640632987.7916","105974174461.382","112711335186.212","118820296677.403","130581473283.129","123671816269.506","143252591939.266","161768265159.848","175984781670.004","187806348373.77",
"Haiti","HTI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15095040161.6898","15898994834.6776","15397845129.404","14907486585.0065","13406213163.3286","15042028577.937","15951672045.2623","16665637504.6318","17220641048.4529","17937656673.1141","18503583099.6426","18855377739.6979","19349795916.1406","20418643035.7153","20691393741.8027","21995769796.1691","23075131412.5128","24815757912.8711","25966205176.8208","27665301315.3342","26419005242.4272","28338743512.0008","28499373298.6682","31101506421.0806","31905357619.7515","31841589929.642","34719284269.453","36124687052.1535","35046384798.4854","35947134169.5494","34891691692.7124","35658760079.8831","37558509107.2691","38184773698.6659","37477453598.1256",
"Hungary","HUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95057176828.1365","86585304880.6239","85844920356.3971","87373450730.4508","91869265058.8454","95192780701.2838","96761491670.6575","101300875398.77","106922228869.257","111512148211.518","121195358449.848","134721896106.528","147628015412.936","156622449025.926","164269732230.172","172400813274.61","184969947263.833","191964742346.73","207878441304.937","207275141480.958","216934519611.679","229272125664.901","230205082153.03","242786701094.945","253655114129.22","264000114278.855","275019599716.579","289157120615.007","313129747062.98","345399739504.719","344108181960.693","374519891736.617","422741088429.769","435174441789.902","455509390728.313",
"IBRD only","IBD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10275902792366.2","10830754433166.7","11300746104965.8","11897940095943.5","12537352574922","13356045217990.3","14339898159986.6","15321660933727.5","15664414357503.3","16495802245464.7","17875844660037.3","18973519499737.2","20140217930857.8","21752202669603.3","24092138902396.4","26661532695718.8","30083961312753.3","33608929347356.5","36635025907633.8","38041557411823.3","41472041631481.1","45117693581449.9","48442916420877.8","51313307171378","53490363450454.8","54605926879057.2","57265504899616.6","60957434210808.6","65818683730409.3","70271674579832.9","70942357983509.8","80509014545684.3","89935167590966.9","97784149833091.9","104569242727205",
"IDA & IBRD total","IBT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11456680288561.2","12077253862179.3","12604034670025.8","13247801150044.3","13930145342243.8","14831812284925.3","15914211508605.4","16985929249567","17405286391300.3","18321431884320.4","19823053783686.6","21048109534793.7","22357747908169.1","24130883976581.5","26701710956345.6","29526569536867.3","33223734253299","37029510655000.4","40300845416224","41913160928027.9","45623934326178.5","49544676972133.8","53127562971439.8","56340475744052.9","58908145122446","60285888718696.4","63239608827444.5","67356731702006.2","72629001274477.4","77590096234377.8","78465319360060.8","88686137881032.6","99082938231493.1","107545671062544","114992500673139",
"IDA total","IDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1184177473731.12","1250111320477.5","1307100584758.52","1353544991045.71","1396237115799.51","1479318480201.15","1577949455898.63","1667843038342.32","1745220406047.54","1830074214536.97","1951476674686.36","2079196428273.41","2222570730452.1","2383964927364.86","2615178387504.71","2871016531407.25","3145605631167.16","3426241369516.85","3671372378256.09","3877408709359.6","4158179966687.85","4433769273948.24","4692519199132.64","5034952422980.07","5427261504250.9","5690788413079.88","5985629374082.43","6411958537962.43","6823913531197.98","7332973125279.59","7537753115657.05","8193638533593.98","9166229447023.55","9781452043621.84","10444248919234.4",
"IDA blend","IDB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","611534860252.042","646006353400.505","681726901947.938","697055197630.749","720003466590.645","755081737274.417","805095699696.75","838466328610.255","871946936891.164","904846334332.73","959392941375.627","1019511959295.97","1095829719731.92","1169826301622.3","1291186682519.86","1413903789100.1","1542221757024.67","1668311033504.2","1768837909367.19","1878676671701.36","2002594604514.36","2125780429795.6","2245342821328.35","2398660833598.54","2569939619787.24","2677125920632.11","2752071147468.45","2955590451408.73","3050924992435.28","3248885313378.58","3315084302293.89","3580405169363.25","4004895251665.26","4254754673379.99","4525577495105.92",
"Indonesia","IDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558566694678.06","617370051370.727","672466806852.455","733128147378.086","805239825929.477","889701784258.397","976822132354.503","1040368063191.52","913959321172.858","934225632587.659","1002393386978.22","1062308403752.81","1127357707881.12","1204571151561.19","1299193180611","1416205194355.19","1540185871057.7","1682286249852.04","1817815939022.92","1913691221459.02","2057500878595.33","2229511719014.97","2408290405583.69","2524244786997.21","2605517436520.51","2625201734355.44","2715764060542.74","2857305082359.12","3069918631697.01","3266185831776.73","3223404542894.6","3530623140454.75","3983074391531.86","4334743944551.08","4662887595103.26",
"IDA only","IDX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","572717006060.233","604163489566.062","625173571009.412","656624969832.25","676336040849.117","724644111755.343","773300980375.524","830330364391.896","874479958066.519","926858530388.468","994033444146.215","1061817940374.72","1128895126558.43","1216566439442.46","1326488844348.19","1459929801877.5","1606615642671.99","1761692206975.24","1906961418242.11","2003394293187.78","2160600278301.93","2313347980551.48","2452864053792.92","2642431308538.49","2864543417098.68","3021914679000.65","3244994573411.47","3468294644394.34","3787941624712.7","4100864826654.41","4240500686756.22","4633169889694.2","5183649311830.22","5550963049149.72","5945737179491.79",
"Isle of Man","IMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
